@relation 'Team Comp'

@attribute 'Radiant: Abaddon' {Picked,'Not Picked'}
@attribute 'Radiant: Abyssal Underlord' {Picked,'Not Picked'}
@attribute 'Radiant: Alchemist' {Picked,'Not Picked'}
@attribute 'Radiant: Ancient Apparition' {Picked,'Not Picked'}
@attribute 'Radiant: Anti-Mage' {Picked,'Not Picked'}
@attribute 'Radiant: Arc Warden' {Picked,'Not Picked'}
@attribute 'Radiant: Axe' {Picked,'Not Picked'}
@attribute 'Radiant: Bane' {Picked,'Not Picked'}
@attribute 'Radiant: Batrider' {Picked,'Not Picked'}
@attribute 'Radiant: Beastmaster' {Picked,'Not Picked'}
@attribute 'Radiant: Bloodseeker' {Picked,'Not Picked'}
@attribute 'Radiant: Bounty Hunter' {Picked,'Not Picked'}
@attribute 'Radiant: Brewmaster' {Picked,'Not Picked'}
@attribute 'Radiant: Bristleback' {Picked,'Not Picked'}
@attribute 'Radiant: Broodmother' {Picked,'Not Picked'}
@attribute 'Radiant: Centaur Warrunner' {Picked,'Not Picked'}
@attribute 'Radiant: Chaos Knight' {Picked,'Not Picked'}
@attribute 'Radiant: Chen' {Picked,'Not Picked'}
@attribute 'Radiant: Clinkz' {Picked,'Not Picked'}
@attribute 'Radiant: Clockwerk' {Picked,'Not Picked'}
@attribute 'Radiant: Crystal Maiden' {Picked,'Not Picked'}
@attribute 'Radiant: Dark Seer' {Picked,'Not Picked'}
@attribute 'Radiant: Dazzle' {Picked,'Not Picked'}
@attribute 'Radiant: Death Prophet' {Picked,'Not Picked'}
@attribute 'Radiant: Disruptor' {Picked,'Not Picked'}
@attribute 'Radiant: Doom' {Picked,'Not Picked'}
@attribute 'Radiant: Dragon Knight' {Picked,'Not Picked'}
@attribute 'Radiant: Drow Ranger' {Picked,'Not Picked'}
@attribute 'Radiant: Earth Spirit' {Picked,'Not Picked'}
@attribute 'Radiant: Earthshaker' {Picked,'Not Picked'}
@attribute 'Radiant: Elder Titan' {Picked,'Not Picked'}
@attribute 'Radiant: Ember Spirit' {Picked,'Not Picked'}
@attribute 'Radiant: Enchantress' {Picked,'Not Picked'}
@attribute 'Radiant: Enigma' {Picked,'Not Picked'}
@attribute 'Radiant: Faceless Void' {Picked,'Not Picked'}
@attribute 'Radiant: Gyrocopter' {Picked,'Not Picked'}
@attribute 'Radiant: Huskar' {Picked,'Not Picked'}
@attribute 'Radiant: Invoker' {Picked,'Not Picked'}
@attribute 'Radiant: Io' {Picked,'Not Picked'}
@attribute 'Radiant: Jakiro' {Picked,'Not Picked'}
@attribute 'Radiant: Juggernaut' {Picked,'Not Picked'}
@attribute 'Radiant: Keeper of the Light' {Picked,'Not Picked'}
@attribute 'Radiant: Kunkka' {Picked,'Not Picked'}
@attribute 'Radiant: Legion Commander' {Picked,'Not Picked'}
@attribute 'Radiant: Leshrac' {Picked,'Not Picked'}
@attribute 'Radiant: Lich' {Picked,'Not Picked'}
@attribute 'Radiant: Lifestealer' {Picked,'Not Picked'}
@attribute 'Radiant: Lina' {Picked,'Not Picked'}
@attribute 'Radiant: Lion' {Picked,'Not Picked'}
@attribute 'Radiant: Lone Druid' {Picked,'Not Picked'}
@attribute 'Radiant: Luna' {Picked,'Not Picked'}
@attribute 'Radiant: Lycan' {Picked,'Not Picked'}
@attribute 'Radiant: Magnus' {Picked,'Not Picked'}
@attribute 'Radiant: Medusa' {Picked,'Not Picked'}
@attribute 'Radiant: Meepo' {Picked,'Not Picked'}
@attribute 'Radiant: Mirana' {Picked,'Not Picked'}
@attribute 'Radiant: Morphling' {Picked,'Not Picked'}
@attribute 'Radiant: Naga Siren' {Picked,'Not Picked'}
@attribute 'Radiant: Nature\'s Prophet' {Picked,'Not Picked'}
@attribute 'Radiant: Necrophos' {Picked,'Not Picked'}
@attribute 'Radiant: Night Stalker' {Picked,'Not Picked'}
@attribute 'Radiant: Nyx Assassin' {Picked,'Not Picked'}
@attribute 'Radiant: Ogre Magi' {Picked,'Not Picked'}
@attribute 'Radiant: Omniknight' {Picked,'Not Picked'}
@attribute 'Radiant: Oracle' {Picked,'Not Picked'}
@attribute 'Radiant: Outworld Devourer' {Picked,'Not Picked'}
@attribute 'Radiant: Phantom Assassin' {Picked,'Not Picked'}
@attribute 'Radiant: Phantom Lancer' {Picked,'Not Picked'}
@attribute 'Radiant: Phoenix' {Picked,'Not Picked'}
@attribute 'Radiant: Puck' {Picked,'Not Picked'}
@attribute 'Radiant: Pudge' {Picked,'Not Picked'}
@attribute 'Radiant: Pugna' {Picked,'Not Picked'}
@attribute 'Radiant: Queen of Pain' {Picked,'Not Picked'}
@attribute 'Radiant: Razor' {Picked,'Not Picked'}
@attribute 'Radiant: Riki' {Picked,'Not Picked'}
@attribute 'Radiant: Rubick' {Picked,'Not Picked'}
@attribute 'Radiant: Sand King' {Picked,'Not Picked'}
@attribute 'Radiant: Shadow Demon' {Picked,'Not Picked'}
@attribute 'Radiant: Shadow Fiend' {Picked,'Not Picked'}
@attribute 'Radiant: Shadow Shaman' {Picked,'Not Picked'}
@attribute 'Radiant: Silencer' {Picked,'Not Picked'}
@attribute 'Radiant: Skywrath Mage' {Picked,'Not Picked'}
@attribute 'Radiant: Slardar' {Picked,'Not Picked'}
@attribute 'Radiant: Slark' {Picked,'Not Picked'}
@attribute 'Radiant: Sniper' {Picked,'Not Picked'}
@attribute 'Radiant: Spectre' {Picked,'Not Picked'}
@attribute 'Radiant: Spirit Breaker' {Picked,'Not Picked'}
@attribute 'Radiant: Storm Spirit' {Picked,'Not Picked'}
@attribute 'Radiant: Sven' {Picked,'Not Picked'}
@attribute 'Radiant: Techies' {Picked,'Not Picked'}
@attribute 'Radiant: Templar Assassin' {Picked,'Not Picked'}
@attribute 'Radiant: Terrorblade' {Picked,'Not Picked'}
@attribute 'Radiant: Tidehunter' {Picked,'Not Picked'}
@attribute 'Radiant: Timbersaw' {Picked,'Not Picked'}
@attribute 'Radiant: Tinker' {Picked,'Not Picked'}
@attribute 'Radiant: Tiny' {Picked,'Not Picked'}
@attribute 'Radiant: Treant Protector' {Picked,'Not Picked'}
@attribute 'Radiant: Troll Warlord' {Picked,'Not Picked'}
@attribute 'Radiant: Tusk' {Picked,'Not Picked'}
@attribute 'Radiant: Undying' {Picked,'Not Picked'}
@attribute 'Radiant: Ursa' {Picked,'Not Picked'}
@attribute 'Radiant: Vengeful Spirit' {Picked,'Not Picked'}
@attribute 'Radiant: Venomancer' {Picked,'Not Picked'}
@attribute 'Radiant: Viper' {Picked,'Not Picked'}
@attribute 'Radiant: Visage' {Picked,'Not Picked'}
@attribute 'Radiant: Warlock' {Picked,'Not Picked'}
@attribute 'Radiant: Weaver' {Picked,'Not Picked'}
@attribute 'Radiant: Windranger' {Picked,'Not Picked'}
@attribute 'Radiant: Winter Wyvern' {Picked,'Not Picked'}
@attribute 'Radiant: Witch Doctor' {Picked,'Not Picked'}
@attribute 'Radiant: Wraith King' {Picked,'Not Picked'}
@attribute 'Radiant: Zeus' {Picked,'Not Picked'}
@attribute 'Dire: Abaddon' {Picked,'Not Picked'}
@attribute 'Dire: Abyssal Underlord' {Picked,'Not Picked'}
@attribute 'Dire: Alchemist' {Picked,'Not Picked'}
@attribute 'Dire: Ancient Apparition' {Picked,'Not Picked'}
@attribute 'Dire: Anti-Mage' {Picked,'Not Picked'}
@attribute 'Dire: Arc Warden' {Picked,'Not Picked'}
@attribute 'Dire: Axe' {Picked,'Not Picked'}
@attribute 'Dire: Bane' {Picked,'Not Picked'}
@attribute 'Dire: Batrider' {Picked,'Not Picked'}
@attribute 'Dire: Beastmaster' {Picked,'Not Picked'}
@attribute 'Dire: Bloodseeker' {Picked,'Not Picked'}
@attribute 'Dire: Bounty Hunter' {Picked,'Not Picked'}
@attribute 'Dire: Brewmaster' {Picked,'Not Picked'}
@attribute 'Dire: Bristleback' {Picked,'Not Picked'}
@attribute 'Dire: Broodmother' {Picked,'Not Picked'}
@attribute 'Dire: Centaur Warrunner' {Picked,'Not Picked'}
@attribute 'Dire: Chaos Knight' {Picked,'Not Picked'}
@attribute 'Dire: Chen' {Picked,'Not Picked'}
@attribute 'Dire: Clinkz' {Picked,'Not Picked'}
@attribute 'Dire: Clockwerk' {Picked,'Not Picked'}
@attribute 'Dire: Crystal Maiden' {Picked,'Not Picked'}
@attribute 'Dire: Dark Seer' {Picked,'Not Picked'}
@attribute 'Dire: Dazzle' {Picked,'Not Picked'}
@attribute 'Dire: Death Prophet' {Picked,'Not Picked'}
@attribute 'Dire: Disruptor' {Picked,'Not Picked'}
@attribute 'Dire: Doom' {Picked,'Not Picked'}
@attribute 'Dire: Dragon Knight' {Picked,'Not Picked'}
@attribute 'Dire: Drow Ranger' {Picked,'Not Picked'}
@attribute 'Dire: Earth Spirit' {Picked,'Not Picked'}
@attribute 'Dire: Earthshaker' {Picked,'Not Picked'}
@attribute 'Dire: Elder Titan' {Picked,'Not Picked'}
@attribute 'Dire: Ember Spirit' {Picked,'Not Picked'}
@attribute 'Dire: Enchantress' {Picked,'Not Picked'}
@attribute 'Dire: Enigma' {Picked,'Not Picked'}
@attribute 'Dire: Faceless Void' {Picked,'Not Picked'}
@attribute 'Dire: Gyrocopter' {Picked,'Not Picked'}
@attribute 'Dire: Huskar' {Picked,'Not Picked'}
@attribute 'Dire: Invoker' {Picked,'Not Picked'}
@attribute 'Dire: Io' {Picked,'Not Picked'}
@attribute 'Dire: Jakiro' {Picked,'Not Picked'}
@attribute 'Dire: Juggernaut' {Picked,'Not Picked'}
@attribute 'Dire: Keeper of the Light' {Picked,'Not Picked'}
@attribute 'Dire: Kunkka' {Picked,'Not Picked'}
@attribute 'Dire: Legion Commander' {Picked,'Not Picked'}
@attribute 'Dire: Leshrac' {Picked,'Not Picked'}
@attribute 'Dire: Lich' {Picked,'Not Picked'}
@attribute 'Dire: Lifestealer' {Picked,'Not Picked'}
@attribute 'Dire: Lina' {Picked,'Not Picked'}
@attribute 'Dire: Lion' {Picked,'Not Picked'}
@attribute 'Dire: Lone Druid' {Picked,'Not Picked'}
@attribute 'Dire: Luna' {Picked,'Not Picked'}
@attribute 'Dire: Lycan' {Picked,'Not Picked'}
@attribute 'Dire: Magnus' {Picked,'Not Picked'}
@attribute 'Dire: Medusa' {Picked,'Not Picked'}
@attribute 'Dire: Meepo' {Picked,'Not Picked'}
@attribute 'Dire: Mirana' {Picked,'Not Picked'}
@attribute 'Dire: Morphling' {Picked,'Not Picked'}
@attribute 'Dire: Naga Siren' {Picked,'Not Picked'}
@attribute 'Dire: Nature\'s Prophet' {Picked,'Not Picked'}
@attribute 'Dire: Necrophos' {Picked,'Not Picked'}
@attribute 'Dire: Night Stalker' {Picked,'Not Picked'}
@attribute 'Dire: Nyx Assassin' {Picked,'Not Picked'}
@attribute 'Dire: Ogre Magi' {Picked,'Not Picked'}
@attribute 'Dire: Omniknight' {Picked,'Not Picked'}
@attribute 'Dire: Oracle' {Picked,'Not Picked'}
@attribute 'Dire: Outworld Devourer' {Picked,'Not Picked'}
@attribute 'Dire: Phantom Assassin' {Picked,'Not Picked'}
@attribute 'Dire: Phantom Lancer' {Picked,'Not Picked'}
@attribute 'Dire: Phoenix' {Picked,'Not Picked'}
@attribute 'Dire: Puck' {Picked,'Not Picked'}
@attribute 'Dire: Pudge' {Picked,'Not Picked'}
@attribute 'Dire: Pugna' {Picked,'Not Picked'}
@attribute 'Dire: Queen of Pain' {Picked,'Not Picked'}
@attribute 'Dire: Razor' {Picked,'Not Picked'}
@attribute 'Dire: Riki' {Picked,'Not Picked'}
@attribute 'Dire: Rubick' {Picked,'Not Picked'}
@attribute 'Dire: Sand King' {Picked,'Not Picked'}
@attribute 'Dire: Shadow Demon' {Picked,'Not Picked'}
@attribute 'Dire: Shadow Fiend' {Picked,'Not Picked'}
@attribute 'Dire: Shadow Shaman' {Picked,'Not Picked'}
@attribute 'Dire: Silencer' {Picked,'Not Picked'}
@attribute 'Dire: Skywrath Mage' {Picked,'Not Picked'}
@attribute 'Dire: Slardar' {Picked,'Not Picked'}
@attribute 'Dire: Slark' {Picked,'Not Picked'}
@attribute 'Dire: Sniper' {Picked,'Not Picked'}
@attribute 'Dire: Spectre' {Picked,'Not Picked'}
@attribute 'Dire: Spirit Breaker' {Picked,'Not Picked'}
@attribute 'Dire: Storm Spirit' {Picked,'Not Picked'}
@attribute 'Dire: Sven' {Picked,'Not Picked'}
@attribute 'Dire: Techies' {Picked,'Not Picked'}
@attribute 'Dire: Templar Assassin' {Picked,'Not Picked'}
@attribute 'Dire: Terrorblade' {Picked,'Not Picked'}
@attribute 'Dire: Tidehunter' {Picked,'Not Picked'}
@attribute 'Dire: Timbersaw' {Picked,'Not Picked'}
@attribute 'Dire: Tinker' {Picked,'Not Picked'}
@attribute 'Dire: Tiny' {Picked,'Not Picked'}
@attribute 'Dire: Treant Protector' {Picked,'Not Picked'}
@attribute 'Dire: Troll Warlord' {Picked,'Not Picked'}
@attribute 'Dire: Tusk' {Picked,'Not Picked'}
@attribute 'Dire: Undying' {Picked,'Not Picked'}
@attribute 'Dire: Ursa' {Picked,'Not Picked'}
@attribute 'Dire: Vengeful Spirit' {Picked,'Not Picked'}
@attribute 'Dire: Venomancer' {Picked,'Not Picked'}
@attribute 'Dire: Viper' {Picked,'Not Picked'}
@attribute 'Dire: Visage' {Picked,'Not Picked'}
@attribute 'Dire: Warlock' {Picked,'Not Picked'}
@attribute 'Dire: Weaver' {Picked,'Not Picked'}
@attribute 'Dire: Windranger' {Picked,'Not Picked'}
@attribute 'Dire: Winter Wyvern' {Picked,'Not Picked'}
@attribute 'Dire: Witch Doctor' {Picked,'Not Picked'}
@attribute 'Dire: Wraith King' {Picked,'Not Picked'}
@attribute 'Dire: Zeus' {Picked,'Not Picked'}
@attribute Victory {Radiant,Dire}

@data
'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,Picked,'Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,Picked,'Not Picked','Not Picked',Radiant
'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Dire
'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked',Dire
'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked',Dire
'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,'Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked','Not Picked',Picked,Picked,'Not Picked','Not Picked','Not Picked',Radiant
